instance_id,original_prompt,true_answer,actual_predicted_answer,concept,true_entities,predicted_entities,macro_weighted_precision,macro_weighted_recall,macro_weighted_f1
29_0, , , ,xanthan gum,"AF.10.f
AF.11","AF.10.f
AF.11", , , 
29_1, , , ,chilled coffee,"AG.01.ad
AG.01.ag
AG.01.t.05
AG.01.t.06","AG.01.ad
AG.01.ag", , , 
29_2, , , ,gin,AG.01.y.01.f,AG.01.y.01.f, , , 
29_3, , , ,dill weed,"AF
AF.03","AF
AF.03", , , 
29_4, , , ,vegetarian meat substitute mixture,"AG.01
AG.01.af
AG.01.c
AG.01.d
AG.01.x.01","AG.01
AG.01.af
AG.01.c
AG.01.d
AG.01.x.01", , , 
29_5, , , ,apple jelly,"AG.01.h.01.c
AG.01.n.04","AG.01.h.01.c
AG.01.n.04", , , 
29_6, , , ,beer mixture,AG.01.y.01.b,AG.01.y.01.b, , , 
30,"I kindly request links to the Hansard taxonomy for these entities provided: croissant, pimentos, yeast, orange peel, vegetarian meat substitute mixture, garbanzo beans, batter, hot coffee, saffron ?","Absolutely, the entities are related accordingly:  croissant -  AG.01 [Food], pimentos -  AG.01.h.02.f [Fruits as vegetables], yeast -  AG.01.ae.03 [Brewing];AG.01.m [Substances for food preparation], orange peel -  AF.10.h [Reproductive product - fruit, nut], vegetarian meat substitute mixture -  AG.01 [Food];AG.01.af [Tea manufacture];AG.01.c [Diet];AG.01.d [Animals for food];AG.01.x.01 [Eating], garbanzo beans -  AG.01.h.02.g [Pulse], batter -  AG.01.m [Substances for food preparation], hot coffee -  AG.01 [Food];AG.01.ad [Coffee];AG.01.ag [Coffee manufacture], saffron -  AE.08.i [Class Insecta (insects)].","Absolutely, the entities are related in this fashion: croissant - AG.01.n.11 [Bread], pimentos - AG.01.l.03 [Spice], yeast - AG.01.ae.03 [Brewing];AG.01.m [Substances for food preparation], orange peel - AF.10.h [Reproductive product - fruit, nut], vegetarian meat substitute mixture - AG.01 [Food];AG.01.af [Tea manufacture];AG.01.c [Diet];AG.01.d [Animals for food];AG.01.x.01 [Eating], garbanzo beans - AG.01.h.02.g [Pulse], batter - AG.01.m [Substances for food preparation], hot coffee - AG.01 [Food];AG.01.ad [Coffee];AG.01.ag [Coffee manufacture], saffron - AE.08.i [Class Insecta (insects)].", , , ,0.938,0.875,0.900
30_0, , , ,croissant,AG.01,AG.01.n.11, , , 
30_1, , , ,pimentos,AG.01.h.02.f,AG.01.l.03, , , 
30_2, , , ,yeast,"AG.01.ae.03
AG.01.m","AG.01.ae.03
AG.01.m", , , 
30_3, , , ,orange peel,AF.10.h,AF.10.h, , , 
30_4, , , ,vegetarian meat substitute mixture,"AG.01
AG.01.af
AG.01.c
AG.01.d
AG.01.x.01","AG.01
AG.01.af
AG.01.c
AG.01.d
AG.01.x.01", , , 
30_5, , , ,garbanzo beans,AG.01.h.02.g,AG.01.h.02.g, , , 
30_6, , , ,batter,AG.01.m,AG.01.m, , , 
30_7, , , ,hot coffee,"AG.01
AG.01.ad
AG.01.ag","AG.01
AG.01.ad
AG.01.ag", , , 
30_8, , , ,saffron,AE.08.i,AE.08.i, , , 
31,"I request links to the Hansard taxonomy for these entities detailed below: peppermint extract, vegan cream cheese, refried beans, dill weed, teriyaki sauce, peppermint extract, jelly roll-style, beans, flowers ?","Definitely, the entities are linked thusly:  peppermint extract -  AF.13.c [Non-British trees/shrubs];AF.21 [Particular medicinal/food plants/parts];AF.26 [Plant/nut/bean yielding oil], vegan cream cheese -  AG.01.e [Dairy produce];AG.01.e.02 [Cheese];AG.01.n [Dishes and prepared food];AG.01.n.18 [Preserve];AG.01.x.01 [Eating], refried beans -  AG.01.t.07 [Cooking], dill weed -  AF [Plants];AF.03 [Valued plants and weeds], teriyaki sauce -  AG.01.h [Fruit and vegetables];AG.01.n.06 [Meat dishes];AG.01.l.04 [Sauce/dressing], peppermint extract -  AF.13.c [Non-British trees/shrubs];AF.21 [Particular medicinal/food plants/parts];AF.26 [Plant/nut/bean yielding oil], jelly roll-style -  AG.01.n.04 [Jelly], beans -  AF.20.f [Pulses/plants producing pulses], flowers -  AF.03 [Valued plants and weeds];AF.10.g [Flower/part containing reproductive organs].","Absolutely, the entities are related accordingly: peppermint extract - AF.13.c [Non-British trees/shrubs];AF.21 [Particular medicinal/food plants/parts];AF.26 [Plant/nut/bean yielding oil], vegan cream cheese - AG.01.e [Dairy produce];AG.01.e.02 [Cheese];AG.01.n [Dishes and prepared food];AG.01.n.18 [Preserve];AG.01.x.01 [Eating], refried beans - AF.20.f [Pulses/plants producing pulses], dill weed - AF [Plants];AF.03 [Valued plants and weeds], teriyaki sauce - AG.01.h [Fruit and vegetables];AG.01.n.06 [Meat dishes];AG.01.l.04 [Sauce/dressing], peppermint extract - AF.13.c [Non-British trees/shrubs];AF.21 [Particular medicinal/food plants/parts];AF.26 [Plant/nut/bean yielding oil], jelly roll-style - AG.01.n.04 [Jelly];AG.01.t.05 [Preparation for table/cooking];AG.01.t.06 [Preserving/pickling], beans - AF.20.f [Pulses/plants producing pulses], flowers - AF.03 [Valued plants and weeds];AF.10.g [Flower/part containing reproductive organs].", , , ,0.861,0.889,0.870
31_0, , , ,peppermint extract,"AF.13.c
AF.21
AF.26","AF.13.c
AF.21
AF.26", , , 
31_1, , , ,vegan cream cheese,"AG.01.e
AG.01.e.02
AG.01.n
AG.01.n.18
AG.01.x.01","AG.01.e
AG.01.e.02
AG.01.n
AG.01.n.18
AG.01.x.01", , , 
31_2, , , ,refried beans,AG.01.t.07,AF.20.f, , , 
31_3, , , ,dill weed,"AF
AF.03","AF
AF.03", , , 
31_4, , , ,teriyaki sauce,"AG.01.h
AG.01.l.04
AG.01.n.06","AG.01.h
AG.01.l.04
AG.01.n.06", , , 
31_5, , , ,jelly roll-style,AG.01.n.04,, , , 
31_6, , , ,beans,AF.20.f,AF.20.f, , , 
31_7, , , ,flowers,"AF.03
AF.10.g","AF.03
AF.10.g", , , 
32,"Could you kindly provide links to the Hansard taxonomy for the outlined entities: mango, crumbs, drink, pancake, chips, tomato sauce, mahi mahi, sausage, peppermint extract ?","Certainly, the entities are associated properly:  mango -  AE.10.g [Order Perciformes (perches)];AF.20 [Particular food plant/product];AF.20.b [Particular fruit-tree/-plant], crumbs -  AG.01.n.11 [Bread];AG.01.p [Amounts of food], drink -  AG.01.ak [Drinking];AG.01.y [Drink];AG.01.y.01 [Intoxicating liquor], pancake -  AG.01.n.12 [Pancake/tortilla/oatcake], chips -  AE.14.m.03 [Subfamily Bovinae (bovines)], tomato sauce -  AG.01.h [Fruit and vegetables];AG.01.h.02.f [Fruits as vegetables];AG.01.l.04 [Sauce/dressing], mahi mahi -  AE.10 [Fish], sausage -  AG.01.n.05 [Sausage], peppermint extract -  AF.13.c [Non-British trees/shrubs];AF.21 [Particular medicinal/food plants/parts];AF.26 [Plant/nut/bean yielding oil].","Certainly, the entities are interconnected as: mango - AE.10.g [Order Perciformes (perches)];AF.20 [Particular food plant/product];AF.20.b [Particular fruit-tree/-plant], crumbs - AG.01.n.11 [Bread];AG.01.p [Amounts of food], drink - AG.01.ak [Drinking];AG.01.y [Drink];AG.01.y.01 [Intoxicating liquor], pancake - AG.01.n.12 [Pancake/tortilla/oatcake], chips - AE.14.m.03 [Subfamily Bovinae (bovines)], tomato sauce - AG.01.h [Fruit and vegetables];AG.01.h.02.f [Fruits as vegetables];AG.01.l.04 [Sauce/dressing];AG.01.n.17 [Confections/sweetmeats], mahi mahi - AE.10 [Fish], sausage - AG.01.n.05 [Sausage], peppermint extract - AF.13.c [Non-British trees/shrubs];AF.21 [Particular medicinal/food plants/parts];AF.26 [Plant/nut/bean yielding oil].", , , ,1.000,1.000,1.000
32_0, , , ,mango,"AE.10.g
AF.20
AF.20.b","AE.10.g
AF.20
AF.20.b", , , 
32_1, , , ,crumbs,"AG.01.n.11
AG.01.p","AG.01.n.11
AG.01.p", , , 
32_2, , , ,drink,"AG.01.ak
AG.01.y
AG.01.y.01","AG.01.ak
AG.01.y
AG.01.y.01", , , 
32_3, , , ,pancake,AG.01.n.12,AG.01.n.12, , , 
32_4, , , ,chips,AE.14.m.03,AE.14.m.03, , , 
32_5, , , ,tomato sauce,"AG.01.h
AG.01.h.02.f
AG.01.l.04","AG.01.h
AG.01.h.02.f
AG.01.l.04
AG.01.n.17", , , 
32_6, , , ,mahi mahi,AE.10,AE.10, , , 
32_7, , , ,sausage,AG.01.n.05,AG.01.n.05, , , 
32_8, , , ,peppermint extract,"AF.13.c
AF.21
AF.26","AF.13.c
AF.21
AF.26", , , 
33,"Could you please provide links to the Hansard taxonomy for the entities listed: cookies, mahi mahi, rosemary, mango chunks, vegetables, flaxseed meal, tea bags, mayonnaise, liver ?","Absolutely, the entities are related appropriately:  cookies -  AG.01.a [Qualities of food];AG.01.t.07 [Cooking], mahi mahi -  AE.10 [Fish], rosemary -  AF.28 [Fragrant plants/plants used in perfumery], mango chunks -  AE.10.g [Order Perciformes (perches)];AF.20 [Particular food plant/product];AF.20.b [Particular fruit-tree/-plant], vegetables -  AF.02.a [Food plant/vegetable], flaxseed meal -  AG.01.j [Meal];AG.01.r [Meal], tea bags -  AG.01.ac [Tea];AG.01.af [Tea manufacture];AG.01.r [Meal], mayonnaise -  AG.01.l.04 [Sauce/dressing];AG.01.n.01 [Food by way of preparation], liver -  AE.08 [Invertebrates].","Absolutely, the entities are related in this way: cookies - AG.01 [Food], mahi mahi - AE.10 [Fish], rosemary - AF.28 [Fragrant plants/plants used in perfumery], mango chunks - AE.10.g [Order Perciformes (perches)];AF.20 [Particular food plant/product];AF.20.b [Particular fruit-tree/-plant], vegetables - AF.02.a [Food plant/vegetable], flaxseed meal - AG.01.j [Meal];AG.01.r [Meal], tea bags - AG.01.ac [Tea];AG.01.af [Tea manufacture];AG.01.r [Meal], mayonnaise - AG.01.l.04 [Sauce/dressing];AG.01.n.01 [Food by way of preparation], liver - AE.08 [Invertebrates].", , , ,0.875,0.875,0.875
33_0, , , ,cookies,"AG.01.a
AG.01.t.07",AG.01, , , 
33_1, , , ,mahi mahi,AE.10,AE.10, , , 
33_2, , , ,rosemary,AF.28,AF.28, , , 
33_3, , , ,mango chunks,"AE.10.g
AF.20
AF.20.b","AE.10.g
AF.20
AF.20.b", , , 
33_4, , , ,vegetables,AF.02.a,AF.02.a, , , 
33_5, , , ,flaxseed meal,"AG.01.j
AG.01.r","AG.01.j
AG.01.r", , , 
33_6, , , ,tea bags,"AG.01.ac
AG.01.af
AG.01.r","AG.01.ac
AG.01.af
AG.01.r", , , 
33_7, , , ,mayonnaise,"AG.01.l.04
AG.01.n.01","AG.01.l.04
AG.01.n.01", , , 
33_8, , , ,liver,AE.08,AE.08, , , 
34,"Please share links to the Hansard taxonomy for the entities provided: tortillas, barbecue sauce, basil, skin, membrane, butter, cayenne pepper, brandy, mango ?","Of course, the entities are bonded as such:  tortillas -  AG.01.n.11 [Bread];AG.01.n.12 [Pancake/tortilla/oatcake], barbecue sauce -  AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing];AG.01.r.04 [Picnic/packed meal];AG.01.t.08 [Equipment for food preparation], basil -  AF.12 [Particular plants/herbs/shrubs];AF.20.e [Particular vegetables], skin -  AF.10.h [Reproductive product - fruit, nut], membrane -  AF.10.k [Cell/aggregate tissue], butter -  AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food], cayenne pepper -  AG.01.l.03 [Spice], brandy -  AG.01.y.01.e [Brandy], mango -  AE.10.g [Order Perciformes (perches)];AF.20 [Particular food plant/product];AF.20.b [Particular fruit-tree/-plant].","Absolutely, the entities are related properly: tortillas - AG.01.n.11 [Bread];AG.01.n.12 [Pancake/tortilla/oatcake], barbecue sauce - AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing];AG.01.r.04 [Picnic/packed meal];AG.01.t.08 [Equipment for food preparation], basil - AF.12 [Particular plants/herbs/shrubs];AF.20.e [Particular vegetables], skin - AF.10.h [Reproductive product - fruit, nut], membrane - AF.10.k [Cell/aggregate tissue], butter - AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food], cayenne pepper - AG.01.l.03 [Spice];AG.01.w [Setting table], brandy - AG.01.y.01.e [Brandy], mango - AE.10.g [Order Perciformes (perches)];AF.20 [Particular food plant/product];AF.20.b [Particular fruit-tree/-plant].", , , ,1.000,1.000,1.000
34_0, , , ,tortillas,"AG.01.n.11
AG.01.n.12","AG.01.n.11
AG.01.n.12", , , 
34_1, , , ,barbecue sauce,"AG.01.h
AG.01.l.04
AG.01.r.04
AG.01.t.08","AG.01.h
AG.01.l.04
AG.01.r.04
AG.01.t.08", , , 
34_2, , , ,basil,"AF.12
AF.20.e","AF.12
AF.20.e", , , 
34_3, , , ,skin,AF.10.h,AF.10.h, , , 
34_4, , , ,membrane,AF.10.k,AF.10.k, , , 
34_5, , , ,butter,"AG.01.e.01
AG.01.n","AG.01.e.01
AG.01.n", , , 
34_6, , , ,cayenne pepper,AG.01.l.03,"AG.01.l.03
AG.01.w", , , 
34_7, , , ,brandy,AG.01.y.01.e,AG.01.y.01.e, , , 
34_8, , , ,mango,"AE.10.g
AF.20
AF.20.b","AE.10.g
AF.20
AF.20.b", , , 
35,"Could you kindly provide links to the Hansard taxonomy for these entities outlined: parsley, chocolate mixture, rosemary sprig, pulp, thighs, salt, peppermint extract, pear, thigh ?","Indeed, the entities are united in this way:  parsley -  AG.01.h.02.i [Herb], chocolate mixture -  AG.01.m [Substances for food preparation];AG.01.n.17.a [Sweets], rosemary sprig -  AF.10.b [Shoot/sprout/branch];AF.28 [Fragrant plants/plants used in perfumery], pulp -  AF.10.h [Reproductive product - fruit, nut], thighs -  AE.07.b [Body and limbs];AF.10.l [Wood, other part of tree/woody plant], salt -  AG.01.l.01 [Salt];AG.01.w [Setting table], peppermint extract -  AF.13.c [Non-British trees/shrubs];AF.21 [Particular medicinal/food plants/parts];AF.26 [Plant/nut/bean yielding oil], pear -  AG.01.h.01.d [Pear], thigh -  AF.10.a [Stem/stalk];AF.10.l [Wood, other part of tree/woody plant].","Absolutely, the entities are related in the following way: parsley - AG.01.h.02.i [Herb], chocolate mixture - AG.01.m [Substances for food preparation];AG.01.n.17.a [Sweets];AG.01.t.05 [Preparation for table/cooking], rosemary sprig - AF.10.b [Shoot/sprout/branch];AF.28 [Fragrant plants/plants used in perfumery], pulp - AF.10.h [Reproductive product - fruit, nut], thighs - AE.07.b [Body and limbs], salt - AG.01.l.01 [Salt];AG.01.w [Setting table], peppermint extract - AF.13.c [Non-British trees/shrubs];AF.21 [Particular medicinal/food plants/parts];AF.26 [Plant/nut/bean yielding oil], pear - AG.01.h.01.d [Pear], thigh - AF.10.a [Stem/stalk];AF.10.l [Wood, other part of tree/woody plant].", , , ,1.000,0.938,0.958
35_0, , , ,parsley,AG.01.h.02.i,AG.01.h.02.i, , , 
35_1, , , ,chocolate mixture,"AG.01.m
AG.01.n.17.a","AG.01.m
AG.01.n.17.a
AG.01.t.05", , , 
35_2, , , ,rosemary sprig,"AF.10.b
AF.28","AF.10.b
AF.28", , , 
35_3, , , ,pulp,AF.10.h,AF.10.h, , , 
35_4, , , ,thighs,"AE.07.b
AF.10.l",AE.07.b, , , 
35_5, , , ,salt,"AG.01.l.01
AG.01.w","AG.01.l.01
AG.01.w", , , 
35_6, , , ,peppermint extract,"AF.13.c
AF.21
AF.26","AF.13.c
AF.21
AF.26", , , 
35_7, , , ,pear,AG.01.h.01.d,AG.01.h.01.d, , , 
35_8, , , ,thigh,"AF.10.a
AF.10.l","AF.10.a
AF.10.l", , , 
36,"Could you please offer links to the Hansard taxonomy for these entities specified: mango, sweet potato cakes, sprig, chicken breasts, Apple cider, jelly roll-style, coating, mayonnaise mixture, dill weed ?","Indeed, the entities are interwoven as:  mango -  AE.10.g [Order Perciformes (perches)];AF.20 [Particular food plant/product];AF.20.b [Particular fruit-tree/-plant], sweet potato cakes -  AG.01.h.02.a [Root vegetable];AG.01.n.13 [Cake];AG.01.o [Animal food], sprig -  AF.10.b [Shoot/sprout/branch], chicken breasts -  AE.07.b [Body and limbs];AE.13.h.01 [Genus Gallus (domestic fowl)], Apple cider -  AG.01.y.01 [Intoxicating liquor];AG.01.y.01.c [Cider], jelly roll-style -  AG.01.n.04 [Jelly], coating -  AG.01 [Food], mayonnaise mixture -  AG.01.l.04 [Sauce/dressing];AG.01.n.01 [Food by way of preparation], dill weed -  AF [Plants];AF.03 [Valued plants and weeds].","Of course, the entities are bonded in this fashion: mango - AE.10.g [Order Perciformes (perches)];AF.20 [Particular food plant/product];AF.20.b [Particular fruit-tree/-plant], sweet potato cakes - AG.01.h.02.a [Root vegetable];AG.01.n.13 [Cake];AG.01.o [Animal food], sprig - AF.10.b [Shoot/sprout/branch], chicken breasts - AE.07.b [Body and limbs];AE.13.h.01 [Genus Gallus (domestic fowl)], Apple cider - AG.01.h.01.c [Apple];AG.01.y.01 [Intoxicating liquor];AG.01.y.01.c [Cider], jelly roll-style - AG.01.n.04 [Jelly], coating - AG.01 [Food], mayonnaise mixture - AG.01.l.04 [Sauce/dressing];AG.01.n.01 [Food by way of preparation], dill weed - AF [Plants];AF.03 [Valued plants and weeds].", , , ,0.941,0.941,0.941
36_0, , , ,mango,"AE.10.g
AF.20
AF.20.b","AE.10.g
AF.20
AF.20.b", , , 
36_1, , , ,sweet potato cakes,"AG.01.h.02.a
AG.01.n.13
AG.01.o","AG.01.h.02.a
AG.01.n.13
AG.01.o", , , 
36_2, , , ,sprig,AF.10.b,AF.10.b, , , 
36_3, , , ,chicken breasts,"AE.07.b
AE.13.h.01","AE.07.b
AE.13.h.01", , , 
36_4, , , ,apple cider,"AG.01.y.01
AG.01.y.01.c","AG.01.h.01.c
AG.01.y.01
AG.01.y.01.c", , , 
36_5, , , ,jelly roll-style,AG.01.n.04,, , , 
36_6, , , ,coating,AG.01,AG.01, , , 
36_7, , , ,mayonnaise mixture,"AG.01.l.04
AG.01.n.01","AG.01.l.04
AG.01.n.01", , , 
36_8, , , ,dill weed,"AF
AF.03","AF
AF.03", , , 
37,"I kindly ask for links to the Hansard taxonomy for the mentioned entities: poppy seeds, custard mixture, thick rosemary stem, shells, mahi mahi, flax seeds, vegetarian ground beef substitute, hollow shell, pie pasty ?","Definitely, the entities are linked suitably:  poppy seeds -  AF.10.i [Seed];AF.29 [Particular cultivated/ornamental plants], custard mixture -  AG.01.n.15 [Pastry];AG.01.n.16 [Egg dishes], thick rosemary stem -  AF.10.a [Stem/stalk];AF.28 [Fragrant plants/plants used in perfumery], shells -  AG.01.o [Animal food], mahi mahi -  AE.10 [Fish], flax seeds -  AF.10.i [Seed], vegetarian ground beef substitute -  AG.01 [Food];AG.01.c [Diet];AG.01.d.03 [Beef];AG.01.x.01 [Eating], hollow shell -  AE.08 [Invertebrates];AE.12.b [Order Chelonia (turtles, tortoises)];AF.10 [Part of plant], pie pasty -  AG.01.n.15 [Pastry];AG.01.n.17 [Confections/sweetmeats].","Indeed, the entities are connected in this fashion: poppy seeds - AF.10.i [Seed];AF.29 [Particular cultivated/ornamental plants], custard mixture - AG.01.n.15 [Pastry];AG.01.n.16 [Egg dishes], thick rosemary stem - AF.10.a [Stem/stalk];AF.28 [Fragrant plants/plants used in perfumery], shells - AE.12.b [Order Chelonia (turtles, tortoises)];AF.10 [Part of plant], mahi mahi - AE.10 [Fish], flax seeds - AF.10.i [Seed];AF.24 [Yielding fibre/thatching/basket material], vegetarian ground beef substitute - AG.01 [Food];AG.01.c [Diet];AG.01.d.03 [Beef];AG.01.x.01 [Eating], hollow shell - AE.08 [Invertebrates];AE.12.b [Order Chelonia (turtles, tortoises)];AF.10 [Part of plant], pie pasty - AG.01.n.15 [Pastry];AG.01.n.17 [Confections/sweetmeats].", , , ,0.889,0.944,0.907
37_0, , , ,poppy seeds,"AF.10.i
AF.29","AF.10.i
AF.29", , , 
37_1, , , ,custard mixture,"AG.01.n.15
AG.01.n.16","AG.01.n.15
AG.01.n.16", , , 
37_2, , , ,thick rosemary stem,"AF.10.a
AF.28","AF.10.a
AF.28", , , 
37_3, , , ,shells,AG.01.o,"AE.12.b
AF.10", , , 
37_4, , , ,mahi mahi,AE.10,AE.10, , , 
37_5, , , ,flax seeds,AF.10.i,"AF.10.i
AF.24", , , 
37_6, , , ,vegetarian ground beef substitute,"AG.01
AG.01.c
AG.01.d.03
AG.01.x.01","AG.01
AG.01.c
AG.01.d.03
AG.01.x.01", , , 
37_7, , , ,hollow shell,"AE.08
AE.12.b
AF.10","AE.08
AE.12.b
AF.10", , , 
37_8, , , ,pie pasty,"AG.01.n.15
AG.01.n.17","AG.01.n.15
AG.01.n.17", , , 
38,"Please provide links to the Hansard taxonomy for these entities mentioned here: mango, mayonnaise, coating, seaweed sheet, lamb, rosemary, mango, mahi mahi, meatballs ?","Indeed, the entities are connected thusly:  mango -  AE.10.g [Order Perciformes (perches)];AF.20 [Particular food plant/product];AF.20.b [Particular fruit-tree/-plant], mayonnaise -  AG.01.l.04 [Sauce/dressing];AG.01.n.01 [Food by way of preparation], coating -  AG.01 [Food], seaweed sheet -  AF.19 [Algae, seaweed], lamb -  AG.01.d.04 [Mutton], rosemary -  AF.28 [Fragrant plants/plants used in perfumery], mango -  AE.10.g [Order Perciformes (perches)];AF.20 [Particular food plant/product];AF.20.b [Particular fruit-tree/-plant], mahi mahi -  AE.10 [Fish], meatballs -  AG.01.p [Amounts of food].","Absolutely, the entities are related suitably: mango - AE.10.g [Order Perciformes (perches)];AF.20 [Particular food plant/product];AF.20.b [Particular fruit-tree/-plant], mayonnaise - AG.01.l.04 [Sauce/dressing];AG.01.n.01 [Food by way of preparation], coating - AG.01 [Food], seaweed sheet - AF.19 [Algae, seaweed], lamb - AG.01.d.04 [Mutton], rosemary - AF.28 [Fragrant plants/plants used in perfumery], mango - AE.10.g [Order Perciformes (perches)];AF.20 [Particular food plant/product];AF.20.b [Particular fruit-tree/-plant], mahi mahi - AE.10 [Fish], meatballs - AG.01.p [Amounts of food].", , , ,1.000,1.000,1.000
38_0, , , ,mango,"AE.10.g
AF.20
AF.20.b","AE.10.g
AF.20
AF.20.b", , , 
38_1, , , ,mayonnaise,"AG.01.l.04
AG.01.n.01","AG.01.l.04
AG.01.n.01", , , 
38_2, , , ,coating,AG.01,AG.01, , , 
38_3, , , ,seaweed sheet,AF.19,AF.19, , , 
38_4, , , ,lamb,AG.01.d.04,AG.01.d.04, , , 
38_5, , , ,rosemary,AF.28,AF.28, , , 
38_6, , , ,mahi mahi,AE.10,AE.10, , , 
38_7, , , ,meatballs,AG.01.p,AG.01.p, , , 
39,"Please, may I have links to the Hansard taxonomy for these entities provided in the list: lamb, apple cider, crumbs, bacon, salt, lemon-lime soda, Tabbouleh, olive brine, vegetarian ground beef substitute ?","Definitely, the entities are linked accordingly:  lamb -  AG.01.d.04 [Mutton], apple cider -  AG.01.h.01.c [Apple];AG.01.y.01 [Intoxicating liquor];AG.01.y.01.c [Cider], crumbs -  AG.01.n.11 [Bread];AG.01.p [Amounts of food], bacon -  AG.01.d.05 [Pork], salt -  AG.01.l.01 [Salt];AG.01.w [Setting table], lemon-lime soda -  AG.01.m [Substances for food preparation];AG.01.aa [Aerated/carbonated drink], Tabbouleh -  AG.01.h.02 [Vegetables];AG.01.n.09 [Prepared vegetables and dishes], olive brine -  AE.13 [Class Aves (birds)], vegetarian ground beef substitute -  AG.01 [Food];AG.01.c [Diet];AG.01.d.03 [Beef];AG.01.x.01 [Eating].","Definitely, the entities are linked accordingly: lamb - AG.01.d.04 [Mutton], apple cider - AG.01.h.01.c [Apple];AG.01.y.01 [Intoxicating liquor];AG.01.y.01.c [Cider], crumbs - AG.01.n.11 [Bread];AG.01.p [Amounts of food], bacon - AG.01.d.05 [Pork], salt - AG.01.l.01 [Salt];AG.01.w [Setting table], lemon-lime soda - AG.01.m [Substances for food preparation];AG.01.aa [Aerated/carbonated drink], Tabbouleh - AG.01.h.02 [Vegetables];AG.01.n.09 [Prepared vegetables and dishes], olive brine - AE.13 [Class Aves (birds)], vegetarian ground beef substitute - AG.01 [Food];AG.01.c [Diet];AG.01.d.03 [Beef];AG.01.x.01 [Eating].", , , ,0.889,0.889,0.889
39_0, , , ,lamb,AG.01.d.04,AG.01.d.04, , , 
39_1, , , ,apple cider,"AG.01.h.01.c
AG.01.y.01
AG.01.y.01.c","AG.01.h.01.c
AG.01.y.01
AG.01.y.01.c", , , 
39_2, , , ,crumbs,"AG.01.n.11
AG.01.p","AG.01.n.11
AG.01.p", , , 
39_3, , , ,bacon,AG.01.d.05,AG.01.d.05, , , 
39_4, , , ,salt,"AG.01.l.01
AG.01.w","AG.01.l.01
AG.01.w", , , 
39_5, , , ,lemon-lime soda,"AG.01.aa
AG.01.m",, , , 
39_6, , , ,tabbouleh,"AG.01.h.02
AG.01.n.09","AG.01.h.02
AG.01.n.09", , , 
39_7, , , ,olive brine,AE.13,AE.13, , , 
39_8, , , ,vegetarian ground beef substitute,"AG.01
AG.01.c
AG.01.d.03
AG.01.x.01","AG.01
AG.01.c
AG.01.d.03
AG.01.x.01", , , 
40,"I request links to the Hansard taxonomy for these entities detailed below: hard cooked eggs, mahi mahi, eggs, poppy seeds, salt, tea, gin, rice, beurre blanc ?","Absolutely, the entities are related accordingly:  hard cooked eggs -  AG.01.g [Eggs];AG.01.t.07 [Cooking], mahi mahi -  AE.10 [Fish], eggs -  AG.01.g [Eggs], poppy seeds -  AF.10.i [Seed];AF.29 [Particular cultivated/ornamental plants], salt -  AG.01.l.01 [Salt];AG.01.w [Setting table], tea -  AG.01.ac [Tea];AG.01.af [Tea manufacture];AG.01.r [Meal], gin -  AG.01.y.01.f [Gin], rice -  AF.20.g [Cereal/corn/grain], beurre blanc -  AG.01.h.01.d [Pear];AG.01.l.04 [Sauce/dressing];AG.01.m [Substances for food preparation].","Certainly, the entities are associated thusly: hard cooked eggs - AG.01.g [Eggs];AG.01.t.07 [Cooking], mahi mahi - AE.10 [Fish], eggs - AG.01.g [Eggs], poppy seeds - AF.10.i [Seed];AF.29 [Particular cultivated/ornamental plants], salt - AG.01.l.01 [Salt];AG.01.w [Setting table], tea - AG.01.ac [Tea];AG.01.af [Tea manufacture];AG.01.r [Meal], gin - AG.01.y.01.f [Gin], rice - AF.20.g [Cereal/corn/grain], beurre blanc - AG.01.h.01.d [Pear];AG.01.l.04 [Sauce/dressing];AG.01.m [Substances for food preparation].", , , ,1.000,1.000,1.000
40_0, , , ,hard cooked eggs,"AG.01.g
AG.01.t.07","AG.01.g
AG.01.t.07", , , 
40_1, , , ,mahi mahi,AE.10,AE.10, , , 
40_2, , , ,eggs,AG.01.g,AG.01.g, , , 
40_3, , , ,poppy seeds,"AF.10.i
AF.29","AF.10.i
AF.29", , , 
40_4, , , ,salt,"AG.01.l.01
AG.01.w","AG.01.l.01
AG.01.w", , , 
40_5, , , ,tea,"AG.01.ac
AG.01.af
AG.01.r","AG.01.ac
AG.01.af
AG.01.r", , , 
40_6, , , ,gin,AG.01.y.01.f,AG.01.y.01.f, , , 
40_7, , , ,rice,AF.20.g,AF.20.g, , , 
40_8, , , ,beurre blanc,"AG.01.h.01.d
AG.01.l.04
AG.01.m","AG.01.h.01.d
AG.01.l.04
AG.01.m", , , 
